P코드순번,P코드,거래처명,시도명,시군구명,읍면동명,주소,대리점코드,대리점명,중복여부,점유비,P코드합계,대리점실적,,신규,MNP,기변,,MNO,MVNO,(MVNO비중),,번들,동판
PE76612,PE7661,휴대폰성지 펭귄모바일 가산점,서울,금천구,가산동,서울특별시 금천구 가산디지털1로 142,D13965,대교대리점,중복점,30.36%,56,17,,0,0,17,,0,0,0.00%,,0,0
PE73671,PE7367,초롱모바일,서울,구로구,구로동,서울특별시 구로구 새말로 97,D15051,프리스비,수도권_전속,100.00%,55,55,,3,6,46,,5,1,16.67%,,0,1
PA74901,PA7490,주식회사 소이컴퍼니,서울,금천구,가산동,서울특별시 금천구 디지털로 212,D13124,UNI대리점,중복점,89.09%,55,49,,0,47,2,,18,29,61.70%,,1,5
PA74902,PA7490,주식회사 소이컴퍼니,서울,금천구,가산동,서울특별시 금천구 디지털로 212,D13965,대교대리점,중복점,10.91%,55,6,,0,1,5,,1,0,0.00%,,0,0
P098651,P09865,주식회사 럭키정보통신,경기,수원시 장안구,천천동,경기도 수원시 장안구 만석로19번길 41-9,D13965,대교대리점,수도권_전속,100.00%,54,54,,2,7,45,,7,0,0.00%,,0,5
PE09191,PE0919,월드,서울,광진구,구의동,서울특별시 광진구 광나루로56길 85,D13965,대교대리점,수도권_전속,100.00%,54,54,,0,4,50,,3,1,25.00%,,0,1
PE67111,PE6711,사나이통신,인천,서구,당하동,인천광역시 서구 고산후로95번길 28,D13124,UNI대리점,수도권_전속,100.00%,54,54,,2,42,10,,39,3,7.14%,,0,7
PC70931,PC7093,케이모바일,경기,화성시 동탄구,목동,경기도 화성시 동탄순환대로18길 16,D13827,지은대리점,수도권_전속,100.00%,53,53,,0,47,6,,16,31,65.96%,,0,2
PE68241,PE6824,새롬닷컴,서울,광진구,구의동,서울특별시 광진구 광나루로56길 85,D14342,신창대리점,수도권_전속,100.00%,53,53,,2,8,43,,6,2,25.00%,,0,1
PE63811,PE6381,휴대폰성지 휴대폰파크 노원점,서울,노원구,상계동,서울특별시 노원구 노해로 507,D15121,CD대리점,수도권_전속,100.00%,53,53,,0,0,53,,0,0,0.00%,,0,0
PC51451,PC5145,리오,서울,광진구,구의동,서울특별시 광진구 광나루로56길 85,D13462,광운대리점,수도권_전속,100.00%,52,52,,5,8,39,,5,3,37.50%,,0,0
PE02801,PE0280,주식회사 청춘대길,서울,서대문구,남가좌동,서울특별시 서대문구 증가로 132,F13586,신도SDR,중복점,92.16%,51,47,,1,37,9,,15,22,59.46%,,0,2
PC42001,PC4200,에스티제이미금지점,경기,성남시 분당구,금곡동,경기도 성남시 분당구 성남대로 165,D13622,MD대리점,중복점,52.94%,51,27,,1,19,7,,15,4,21.05%,,0,3
PC42002,PC4200,에스티제이미금지점,경기,성남시 분당구,금곡동,경기도 성남시 분당구 성남대로 165,D13965,대교대리점,중복점,43.14%,51,22,,0,6,16,,6,0,0.00%,,0,4
PE02802,PE0280,주식회사 청춘대길,서울,서대문구,남가좌동,서울특별시 서대문구 증가로 132,D13124,UNI대리점,중복점,7.84%,51,4,,0,0,4,,0,0,0.00%,,0,0
PC42003,PC4200,에스티제이미금지점,경기,성남시 분당구,금곡동,경기도 성남시 분당구 성남대로 165,D15121,CD대리점,중복점,3.92%,51,2,,0,1,1,,1,0,0.00%,,0,2
P495301,P49530,폰마을,경기,수원시 장안구,파장동,경기도 수원시 장안구 파장로 82,D13469,코넥,수도권_전속,100.00%,50,50,,5,20,25,,20,0,0.00%,,0,2
PC65801,PC6580,나린모바일,경기,수원시 영통구,망포동,경기도 수원시 영통구 덕영대로 1478,D13827,지은대리점,수도권_전속,100.00%,50,50,,1,14,35,,14,0,0.00%,,0,6
PE59891,PE5989,가람폰마트 가람점,경기,파주시,와동동,경기도 파주시 가람로 65,D15146,PS&M,중복점,56.00%,50,28,,0,1,27,,1,0,0.00%,,0,0
PE59892,PE5989,가람폰마트 가람점,경기,파주시,와동동,경기도 파주시 가람로 65,D13357,가능대리점,중복점,44.00%,50,22,,0,10,12,,10,0,0.00%,,0,0
PE34081,PE3408,은모바일,서울,구로구,구로동,서울특별시 구로구 새말로 97,D14342,신창대리점,수도권_전속,100.00%,49,49,,2,7,40,,6,1,14.29%,,0,2
PE77171,PE7717,휴대폰성지 이노 신대방점,서울,관악구,봉천동,서울특별시 관악구 보라매로5길 5,D15157,근흥대리점,수도권_전속,100.00%,49,49,,0,32,17,,2,30,93.75%,,0,1
PE67991,PE6799,휴대폰성지 달인폰센터 고양점,경기,고양시 덕양구,원흥동,경기도 고양시 덕양구 삼송로 12,D13622,MD대리점,중복점,91.84%,49,45,,0,15,30,,15,0,0.00%,,0,7
PC23211,PC2321,모바일샵,경기,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 46,D13469,코넥,중복점,63.27%,49,31,,3,21,7,,18,3,14.29%,,0,2
PC23212,PC2321,모바일샵,경기,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 46,D15146,PS&M,중복점,34.69%,49,17,,0,3,14,,3,0,0.00%,,0,0
PE67992,PE6799,휴대폰성지 달인폰센터 고양점,경기,고양시 덕양구,원흥동,경기도 고양시 덕양구 삼송로 12,D14342,신창대리점,중복점,8.16%,49,4,,0,0,4,,0,0,0.00%,,0,0
PC23213,PC2321,모바일샵,경기,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로 46,D13827,지은대리점,중복점,2.04%,49,1,,0,0,1,,0,0,0.00%,,0,0
PE19931,PE1993,태승모바일 본점,경기,시흥시,장곡동,경기도 시흥시 진말로9번길 18-1,D13542,삼보대리점,중복점,97.92%,48,47,,4,21,22,,19,2,9.52%,,0,6
PE19932,PE1993,태승모바일 본점,경기,시흥시,장곡동,경기도 시흥시 진말로9번길 18-1,D13965,대교대리점,중복점,2.08%,48,1,,0,0,1,,0,0,0.00%,,0,0
P953231,P95323,휴대폰성지동탄미소폰동탄역점,경기,화성시 동탄구,여울동,경기도 화성시 동탄대로 489,D13622,MD대리점,중복점,97.87%,47,46,,1,26,19,,24,2,7.69%,,0,16
PE70421,PE7042,프리스모바일 부평 굴포천점,인천,부평구,부평동,인천광역시 부평구 장제로 212,D13827,지은대리점,중복점,76.60%,47,36,,0,0,36,,0,0,0.00%,,0,0
PE70422,PE7042,프리스모바일 부평 굴포천점,인천,부평구,부평동,인천광역시 부평구 장제로 212,D14746,유원대리점,중복점,23.40%,47,11,,1,8,2,,5,3,37.50%,,0,4
P953232,P95323,휴대폰성지동탄미소폰동탄역점,경기,화성시 동탄구,여울동,경기도 화성시 동탄대로 489,D13469,코넥,중복점,2.13%,47,1,,0,0,1,,0,0,0.00%,,0,0
PE35001,PE3500,세은모바일,서울,광진구,구의동,서울특별시 광진구 광나루로56길 85,D13357,가능대리점,수도권_전속,100.00%,46,46,,0,5,41,,5,0,0.00%,,0,2
PE73231,PE7323,휴대폰성지 싸당 인천서구점,인천,서구,가정동,인천광역시 서구 서곶로 45,D15121,CD대리점,수도권_전속,100.00%,46,46,,3,2,41,,2,0,0.00%,,0,1
P966901,P96690,판매왕,경기,하남시,신장동,경기도 하남시 신평로 71,D13858,새서울대리점,중복점,78.26%,46,36,,0,27,9,,27,0,0.00%,,0,1
PA44811,PA4481,휴대폰성지 도매폰 본점,서울,강북구,미아동,서울특별시 강북구 월계로 53,D13965,대교대리점,중복점,73.91%,46,34,,3,9,22,,8,1,11.11%,,0,6
PE47341,PE4734,나르샤 강남,서울,강남구,논현동,서울특별시 강남구 강남대로146길 28,F13586,신도SDR,중복점,54.35%,46,25,,0,2,23,,2,0,0.00%,,0,1
PE47342,PE4734,나르샤 강남,서울,강남구,논현동,서울특별시 강남구 강남대로146길 28,D14746,유원대리점,중복점,34.78%,46,16,,0,2,14,,1,1,50.00%,,0,0
P966902,P96690,판매왕,경기,하남시,신장동,경기도 하남시 신평로 71,D15173,정원대리점,중복점,21.74%,46,10,,0,6,4,,6,0,0.00%,,0,0
PE47343,PE4734,나르샤 강남,서울,강남구,논현동,서울특별시 강남구 강남대로146길 28,D15121,CD대리점,중복점,10.87%,46,5,,0,1,4,,1,0,0.00%,,0,0
PA44812,PA4481,휴대폰성지 도매폰 본점,서울,강북구,미아동,서울특별시 강북구 월계로 53,D13827,지은대리점,중복점,8.70%,46,4,,1,1,2,,0,1,100.00%,,0,0
PA44813,PA4481,휴대폰성지 도매폰 본점,서울,강북구,미아동,서울특별시 강북구 월계로 53,D15146,PS&M,중복점,8.70%,46,4,,0,1,3,,1,0,0.00%,,0,0
PA44814,PA4481,휴대폰성지 도매폰 본점,서울,강북구,미아동,서울특별시 강북구 월계로 53,D15176,ACE대리점,중복점,8.70%,46,4,,2,2,0,,2,0,0.00%,,0,0
P108991,P10899,지은텔레콤,서울,광진구,구의동,서울특별시 광진구 광나루로56길 85,D13622,MD대리점,수도권_전속,100.00%,45,45,,0,7,38,,7,0,0.00%,,0,4
PE88851,PE8885,운암,경기,오산시,오산동,경기도 오산시 성호대로 121,D13469,코넥,중복점,55.56%,45,25,,1,16,8,,16,0,0.00%,,0,8
PE88852,PE8885,운암,경기,오산시,오산동,경기도 오산시 성호대로 121,D13622,MD대리점,중복점,44.44%,45,20,,0,15,5,,15,0,0.00%,,0,5
PC75511,PC7551,번개폰,서울,구로구,구로동,서울특별시 구로구 공원로8길 29,D13225,광장대리점,수도권_전속,100.00%,44,44,,1,2,41,,2,0,0.00%,,0,0
PE60471,PE6047,휴대폰성지 휴대폰파크 부천점,경기,부천시 원미구,심곡동,경기도 부천시 원미구 부천로3번길 48,D15121,CD대리점,수도권_전속,100.00%,44,44,,0,0,44,,0,0,0.00%,,0,0
PE45911,PE4591,원투모바일,서울,구로구,구로동,서울특별시 구로구 새말로 97,D13542,삼보대리점,수도권_전속,100.00%,44,44,,0,2,42,,1,1,50.00%,,0,3
P946411,P94641,주식회사제이에이치모바일,경기,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로102번길 15,D15051,프리스비,중복점,84.09%,44,37,,1,13,23,,11,2,15.38%,,0,4
PE14831,PE1483,휴대폰쇼핑몰우산점,강원,원주시,우산동,강원특별자치도 원주시 우산로 67,D83213,T&B대리점,중복점,77.27%,44,34,,1,26,7,,23,3,11.54%,,0,1
PC55161,PC5516,이다글로벌 영천,경기,화성시 동탄구,영천동,경기도 화성시 동탄순환대로 686,D13622,MD대리점,중복점,70.45%,44,31,,1,23,7,,22,1,4.35%,,0,13
PC55162,PC5516,이다글로벌 영천,경기,화성시 동탄구,영천동,경기도 화성시 동탄순환대로 686,D13469,코넥,중복점,29.55%,44,13,,0,11,2,,11,0,0.00%,,0,3
PE14832,PE1483,휴대폰쇼핑몰우산점,강원,원주시,우산동,강원특별자치도 원주시 우산로 67,D13469,코넥,중복점,20.45%,44,9,,0,1,8,,1,0,0.00%,,0,0
P946412,P94641,주식회사제이에이치모바일,경기,수원시 권선구,금곡동,경기도 수원시 권선구 금곡로102번길 15,D13965,대교대리점,중복점,15.91%,44,7,,0,5,2,,5,0,0.00%,,0,2
PE14833,PE1483,휴대폰쇼핑몰우산점,강원,원주시,우산동,강원특별자치도 원주시 우산로 67,D13827,지은대리점,중복점,2.27%,44,1,,0,1,0,,1,0,0.00%,,0,0
PE69251,PE6925,휴대폰성지 굳폰 다산점,경기,남양주시,다산동,경기도 남양주시 다산중앙로123번길 22-8,D13858,새서울대리점,중복점,67.44%,43,29,,0,2,27,,2,0,0.00%,,0,0
PE69252,PE6925,휴대폰성지 굳폰 다산점,경기,남양주시,다산동,경기도 남양주시 다산중앙로123번길 22-8,D14342,신창대리점,중복점,11.63%,43,5,,0,0,5,,0,0,0.00%,,0,0
PE69253,PE6925,휴대폰성지 굳폰 다산점,경기,남양주시,다산동,경기도 남양주시 다산중앙로123번길 22-8,D13952,참스타대리점,중복점,11.63%,43,5,,0,1,4,,1,0,0.00%,,0,1
PE69254,PE6925,휴대폰성지 굳폰 다산점,경기,남양주시,다산동,경기도 남양주시 다산중앙로123번길 22-8,D14746,유원대리점,중복점,9.30%,43,4,,0,0,4,,0,0,0.00%,,0,0
PE68831,PE6883,주식회사 이다글로벌미소폰,경기,수원시 영통구,망포동,경기도 수원시 영통구 영통로 135,D13622,MD대리점,수도권_전속,100.00%,42,42,,0,21,21,,21,0,0.00%,,0,3
PC56931,PC5693,에스엠모바일,경기,안양시 만안구,안양동,경기도 안양시 만안구 안양로 지하301,D15157,근흥대리점,중복점,92.86%,42,39,,1,17,21,,9,8,47.06%,,0,2
P420511,P42051,팡팡이동통신,인천,중구,답동,인천광역시 중구 우현로 지하 67,D13225,광장대리점,중복점,76.19%,42,32,,0,5,27,,5,0,0.00%,,0,2
PE39741,PE3974,(주)대박모바일,경기,포천시,소흘읍,경기도 포천시 소흘읍 봉솔로5길 27,D13546,ACT대리점,중복점,59.52%,42,25,,0,15,10,,14,1,6.67%,,0,5
PE69721,PE6972,휴대폰성지KR모바일광명소하점,경기,광명시,소하동,경기도 광명시 소하로 78,D14746,유원대리점,중복점,45.24%,42,19,,1,8,10,,8,0,0.00%,,0,6
PE39742,PE3974,(주)대박모바일,경기,포천시,소흘읍,경기도 포천시 소흘읍 봉솔로5길 27,D15146,PS&M,중복점,40.48%,42,17,,1,6,10,,6,0,0.00%,,0,0
PE69722,PE6972,휴대폰성지KR모바일광명소하점,경기,광명시,소하동,경기도 광명시 소하로 78,D13546,ACT대리점,중복점,40.48%,42,17,,0,15,2,,13,2,13.33%,,0,0
PA64211,PA6421,휴대폰성지세모폰오목교1번출구,서울,양천구,목동,서울특별시 양천구 오목로 325,D13357,가능대리점,중복점,35.71%,42,15,,0,6,9,,4,2,33.33%,,0,1
PA64212,PA6421,휴대폰성지세모폰오목교1번출구,서울,양천구,목동,서울특별시 양천구 오목로 325,D15121,CD대리점,중복점,28.57%,42,12,,0,5,7,,4,1,20.00%,,0,8
PA64213,PA6421,휴대폰성지세모폰오목교1번출구,서울,양천구,목동,서울특별시 양천구 오목로 325,D14674,서울ent대리점,중복점,23.81%,42,10,,1,1,8,,0,1,100.00%,,0,0
P420512,P42051,팡팡이동통신,인천,중구,답동,인천광역시 중구 우현로 지하 67,D13952,참스타대리점,중복점,23.81%,42,10,,0,4,6,,3,1,25.00%,,0,0
PE69723,PE6972,휴대폰성지KR모바일광명소하점,경기,광명시,소하동,경기도 광명시 소하로 78,D13965,대교대리점,중복점,14.29%,42,6,,1,1,4,,1,0,0.00%,,0,1
PA64214,PA6421,휴대폰성지세모폰오목교1번출구,서울,양천구,목동,서울특별시 양천구 오목로 325,D15146,PS&M,중복점,11.90%,42,5,,0,1,4,,0,1,100.00%,,0,0
PC56932,PC5693,에스엠모바일,경기,안양시 만안구,안양동,경기도 안양시 만안구 안양로 지하301,D13952,참스타대리점,중복점,4.76%,42,2,,0,0,2,,0,0,0.00%,,0,0
PC56933,PC5693,에스엠모바일,경기,안양시 만안구,안양동,경기도 안양시 만안구 안양로 지하301,D13827,지은대리점,중복점,2.38%,42,1,,0,0,1,,0,0,0.00%,,0,0
P689031,P68903,(주)성공,경기,의정부시,호원동,경기도 의정부시 외미로 100,D15117,알파대리점,수도권_전속,100.00%,41,41,,3,14,24,,14,0,0.00%,,0,3
PE83851,PE8385,휴대폰성지 옆커폰 군포점,경기,군포시,당동,경기도 군포시 고산로264번길 1,D13225,광장대리점,중복점,85.37%,41,35,,0,5,30,,5,0,0.00%,,0,1
P563671,P56367,um통신,경기,여주시,홍문동,경기도 여주시 세종로 29,D15146,PS&M,중복점,80.49%,41,33,,1,6,26,,5,1,16.67%,,0,0
PE84731,PE8473,휴대폰성지따르릉통신철산역점,경기,광명시,철산동,경기도 광명시 시청로 50,D13225,광장대리점,중복점,34.15%,41,14,,2,2,10,,1,1,50.00%,,0,1
PE84732,PE8473,휴대폰성지따르릉통신철산역점,경기,광명시,철산동,경기도 광명시 시청로 50,D13827,지은대리점,중복점,31.71%,41,13,,0,2,11,,2,0,0.00%,,0,1
PE84733,PE8473,휴대폰성지따르릉통신철산역점,경기,광명시,철산동,경기도 광명시 시청로 50,D15176,ACE대리점,중복점,29.27%,41,12,,0,3,9,,0,3,100.00%,,0,0
P563672,P56367,um통신,경기,여주시,홍문동,경기도 여주시 세종로 29,D13742,한유대리점,중복점,17.07%,41,7,,1,3,3,,3,0,0.00%,,0,0
PE83852,PE8385,휴대폰성지 옆커폰 군포점,경기,군포시,당동,경기도 군포시 고산로264번길 1,D15146,PS&M,중복점,14.63%,41,6,,0,2,4,,2,0,0.00%,,0,0
PE84734,PE8473,휴대폰성지따르릉통신철산역점,경기,광명시,철산동,경기도 광명시 시청로 50,D15117,알파대리점,중복점,4.88%,41,2,,0,1,1,,1,0,0.00%,,0,0
P563673,P56367,um통신,경기,여주시,홍문동,경기도 여주시 세종로 29,D13951,강남스타대리점,중복점,2.44%,41,1,,0,0,1,,0,0,0.00%,,0,1
P809101,P80910,휴대폰아울렛,경기,안성시,석정동,경기도 안성시 중앙로 252,D13542,삼보대리점,수도권_전속,100.00%,40,40,,2,25,13,,24,1,4.00%,,0,5
PC94891,PC9489,폰통신동탄,경기,화성시 동탄구,영천동,경기도 화성시 동탄치동천로3길 6-17,D13827,지은대리점,수도권_전속,100.00%,40,40,,1,4,35,,3,1,25.00%,,0,1
PE88191,PE8819,휴대폰성지 서울폰 부천점,경기,부천시 원미구,중동,경기도 부천시 원미구 신흥로 170,D15121,CD대리점,수도권_전속,100.00%,40,40,,0,3,37,,2,1,33.33%,,0,0
PE81331,PE8133,휴대폰성지KR모바일인하대역점,인천,미추홀구,용현동,인천광역시 미추홀구 독배로 311,D14746,유원대리점,중복점,52.50%,40,21,,0,3,18,,3,0,0.00%,,0,4
PE81332,PE8133,휴대폰성지KR모바일인하대역점,인천,미추홀구,용현동,인천광역시 미추홀구 독배로 311,D13965,대교대리점,중복점,47.50%,40,19,,0,1,18,,1,0,0.00%,,0,0
P127441,P12744,시대정보통신,인천,부평구,부평동,인천광역시 부평구 부흥로328번길 3,D15121,CD대리점,수도권_전속,100.00%,39,39,,1,6,32,,3,3,50.00%,,0,0
PC97971,PC9797,대박통신,경기,용인시 수지구,죽전동,경기도 용인시 수지구 대지로 36,D15121,CD대리점,수도권_전속,100.00%,39,39,,5,16,18,,15,1,6.25%,,0,7
PE84481,PE8448,말폰성지 부평악어집,인천,부평구,부평동,인천광역시 부평구 광장로 16,D14674,서울ent대리점,수도권_전속,100.00%,38,38,,2,2,34,,1,1,50.00%,,0,1
PE87221,PE8722,핸드폰성지홈서비스아정당신도림,서울,구로구,구로동,서울특별시 구로구 새말로 97,D15051,프리스비,수도권_전속,100.00%,38,38,,0,5,33,,4,1,20.00%,,0,2
PC71441,PC7144,인천휴대폰성지판다폰논현점,인천,남동구,논현동,인천광역시 남동구 소래역서로 4,D13827,지은대리점,수도권_전속,100.00%,38,38,,1,12,25,,11,1,8.33%,,0,1
PC80901,PC8090,동반텔콤,경기,안양시 만안구,박달동,경기도 안양시 만안구 박달로 499,D15121,CD대리점,중복점,65.79%,38,25,,3,5,17,,5,0,0.00%,,0,2
PC44561,PC4456,휴대폰성지KR모바일송도타임,인천,연수구,송도동,인천광역시 연수구 하모니로 158,D13546,ACT대리점,중복점,47.37%,38,18,,1,10,7,,9,1,10.00%,,0,9
PC44562,PC4456,휴대폰성지KR모바일송도타임,인천,연수구,송도동,인천광역시 연수구 하모니로 158,D14746,유원대리점,중복점,31.58%,38,12,,0,5,7,,5,0,0.00%,,0,4
PC80902,PC8090,동반텔콤,경기,안양시 만안구,박달동,경기도 안양시 만안구 박달로 499,D13965,대교대리점,중복점,23.68%,38,9,,1,7,1,,6,1,14.29%,,0,1
PC44563,PC4456,휴대폰성지KR모바일송도타임,인천,연수구,송도동,인천광역시 연수구 하모니로 158,D13965,대교대리점,중복점,21.05%,38,8,,0,4,4,,4,0,0.00%,,0,5
PC80903,PC8090,동반텔콤,경기,안양시 만안구,박달동,경기도 안양시 만안구 박달로 499,D15146,PS&M,중복점,10.53%,38,4,,0,1,3,,1,0,0.00%,,0,0
